product_name,product_price,Rate,Review,Summary,Sentiment
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,3,decent product,worth of money,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,great product,this product is very nice i like this product,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,4,pretty good,sound and base is decent overall is good sound is so much loud go for it,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,excellent,this gyajet is very nice,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,perfect product!,nice product,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,1,useless product,dont buy this product its not much good as shows on flipkart and there is not return policy,negative
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,super!,nice product for this price,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,terrific,nice product value for money its sound like dj and heavy base,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,just wow!,nice and good design sound quality best betry beckup good,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,mind-blowing purchase,sound is clear bass is very very good and its look is very nice and good battery is very good thabks a lot flipkart,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,terrific,this is very good good sound and good base longlasting battery backup i like very much thanks for this but not have voice control,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,just wow!,i got this product yesterday its looks really good sound is also good dont have any idea about battery backup delivery boy behaviour is very good very cooperative,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,mind-blowing purchase,superb product and good sound brass and tq filpkart and courier person slowly spoken and fast deliverd and full satisfy and must recomended very nice product,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,2,not good,it worked when i recently brought it but after some time it only works when power supply is given it doesnt charge though we charge ut for hours it only start when its connected to he switch not at all happy,negative
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,great product,good sound quality excellent battery backup average bass value for money you wont get a better deal at this price go for it,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,4,wonderful,i find this bt speaker is more than worthy enough when compared with the price that i paid for itits reasonably good with its sound quality and listening clarity,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,simply awesome,worth every penny spent its absolutely amazing and beautiful sound quality is good you have multiple options for music wonderful gift for music lovers thanks to team f ferons,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,wonderful,super quality,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,4,worth the money,good progress,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,fabulous!,excellent sound quality,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,excellent,nice i am immpress,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,4,pretty good,superb bass and sund and bettery backup i loved,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,excellent,good product,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,must buy!,this product is most beautiful one day you have to pay the charge then it will be a long time,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,just wow!,osm guys just go for it,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,terrific purchase,nice,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,4,nice product,value for money,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,4,pretty good,nice products,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,awesome,it is amazing speaker and its sound quality is very good and high sound i am so happy,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,must buy!,good product can buy,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,5,wonderful,best product,positive
"F FERONS Wireless rechargeable portable Premium bass Multimedia FFRTG-113 9 W Bluetooth Speaker??????(Black, Stereo Channel)",435,4,value-for-money,stumble over the sound at high volumeotherwise good working excellent connectivity,positive
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",1349,5,awesome,awesome producti purchased this because of fm feature in this such a low price in brand productfm sound quality is excellent no extra antenna require for fm sound clarity as some wireless antenna less products require antenna like headphone in mobile fmsound quality is excellent for average size room like 12 by 12 roombluetooth connectivity is excellent only one point i want to say is that display system require some improvement like display position should be at upper body s,positive
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",1349,4,really nice,giving review after using it for almost a month i would cover pros and cons from my personal experiencepros1 sounds quality is perfect in this price segment 2 build quality and looks is excellent3 it comes with an year warrenty4 inbuilt fm is also cool option cons1 no wall mounting option available 2 no seperate button for increasing or decreasing soundwith long pressing previous and next button you can adjust the volume but sometimes when you try to adjust the volume your f,positive
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",1349,4,delightful,i bought this speaker one week backi like it very muchworth for money8w8wtotal 16 w speaker i got it for rs 1170 bass is nice sound is so clear i like very much about fm radio which in inbuilt fmthanks to flip kart for fast delivery and also very good product under this price range,positive
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",1349,5,awesome,awesome product under this price connectivity is also good design is also best part i liked it has awesome batyery backup and inbuilt fm radio highly recommendedgo for it guys,positive
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",1349,5,classy product,this review is for those who are confused buy it for sure i bought it in 1099 trust me guys this is totally value for money other brands like boat sell small speakers in this price but its just amazing you will not regret buying this a genuine review for you but it in sale for best value thanku,positive
"ZEBRONICS Zeb-Vita Plus 16 W Bluetooth Laptop/Desktop Speaker??????(Black, Stereo Channel)",1349,3,does the job,design is good build quality is very good speaker feel heavy lots of option for playing sound is good and clear but it not as loud as expected from 16 watt speaker loudness comparable to 10 watt speaker bass is average,positive
